-3.82295, 2.03041, -0.307519
-3.82295, 2.18817, -0.37013
-3.946, 2.18817, -0.312404
-3.946, 2.24866, -0.297344
-4.12777, 2.24702, -0.0470244
-4.0247, 2.10706, -0.0470244
-4.0247, 2.06074, -0.0118566
-3.85601, 2.03041, -0.0118566
-3.85601, 2.02306, 0.169335
-3.74246, 2.42582, -0.301084
-3.946, 2.42582, -0.297344
-4.10824, 2.24866, -0.055914
-3.99809, 2.42582, -0.055914
-4.15453, 2.48844, 0.0463308
-3.58987, 2.57054, -0.301084
-3.96734, 2.54048, -0.055914
-3.96734, 2.54048, 0.0115734
-3.96734, 2.64204, 0.0944508
-3.79452, 2.73298, 0.0944508
-3.58263, 2.19215, -0.432438
-3.58263, 2.19215, -0.480394
-3.40864, 2.19215, -0.5593
-3.35791, 2.03401, -0.547477
-3.67788, 2.03401, -0.307519
-3.51624, 2.01375, 0.169335
-3.51624, 2.03401, -0.0130002
-3.35791, 2.03401, -0.0130002
-3.1638, 2.01179, -0.0130002
-3.04123, 2.19215, -0.569694
-3.04123, 2.25722, -0.569694
-3.10225, 2.38687, -0.569694
-3.24529, 2.40877, -0.444241
-3.04507, 2.58658, -0.444241
-3.58987, 2.57054, -0.165233
-3.61532, 2.73298, 0.0290568
-3.58987, 2.68498, -0.165233
-3.58263, 2.40877, -0.432438
-3.04507, 2.58658, -0.398815
-4.22311, 2.24702, 0.0931956
-4.14397, 2.06718, 0.252159
-4.25771, 2.17536, 0.252159
-4.28989, 2.25436, 0.252159
-4.22311, 2.31651, 0.0931956
-4.27239, 2.31651, 0.238736
-4.17823, 2.51288, 0.238736
-4.17823, 2.51288, 0.36087
-4.17823, 2.52438, 0.401387
-4.28989, 2.25436, 0.421793
-4.30513, 2.25436, 0.5218
-4.18113, 2.12396, 0.587906
-4.15254, 2.12729, 0.722528
-4.15254, 2.20736, 0.722528
-4.30162, 2.36766, 0.5218
-4.19984, 2.52438, 0.486853
-4.26996, 2.36766, 0.5218
-4.14002, 2.36198, 0.646134
-4.14002, 2.30806, 0.722528
-4.03985, 2.06718, 0.523598
-4.15453, 2.51288, 0.190955
-4.03891, 2.64204, 0.190955
-3.92837, 2.73765, 0.401387
-3.92837, 2.73765, 0.45575
-4.03985, 2.06873, 0.587906
-4.02939, 2.51837, 0.812038
-4.02939, 2.51837, 0.646134
-4.02939, 2.52438, 0.614456
-4.02939, 2.65061, 0.614456
-3.88954, 2.03079, 0.523598
-3.70664, 2.04107, 1.01403
-3.79452, 2.73765, 0.273452
-3.92837, 2.73765, 0.273452
-3.74552, 2.65061, 0.878806
-3.1638, 2.01512, 0.83922
-3.46083, 2.01736, 0.842419
-3.19263, 2.01736, 0.842419
-3.46083, 2.04107, 1.01403
-3.6631, 2.66353, 0.878806
-3.04507, 2.87019, -0.355121
-3.41387, 2.97933, -0.091914
-3.26524, 2.97933, -0.091914
-3.51095, 2.86388, 0.0290568
-3.41387, 2.97933, 0.0127476
-3.26524, 3.16605, -0.091914
-3.30283, 3.41903, -0.091914
-3.34044, 3.41903, 0.140373
-3.34044, 3.42003, 0.295055
-3.72757, 3.79757, 0.0135312
-3.57124, 3.70339, 0.254059
-3.36887, 3.77072, -0.142523
-3.57124, 3.77072, 0.0135312
-3.4495, 3.66242, 0.254059
-3.15758, 3.87832, -0.345247
-3.24399, 3.71529, -0.201062
-3.36887, 3.71529, -0.0647166
-3.34044, 3.71529, -0.0647166
-3.34044, 3.57181, 0.295055
-4.32171, 4.29229, -0.0433536
-4.01873, 4.33937, -0.408566
-3.86884, 4.33937, -0.408566
-3.83114, 4.05834, -0.104963
-4.01873, 4.29229, -0.0433536
-4.47182, 4.22516, 0.303634
-4.32171, 4.22516, 0.28172
-4.01873, 4.05834, -0.0433536
-4.02038, 4.0228, 0.214549
-3.87865, 3.79757, 0.214549
-3.46936, 4.21124, -0.41636
-3.46936, 4.17228, -0.41636
-3.83114, 4.21124, -0.408566
-3.48631, 3.98796, -0.271216
-3.72757, 3.93434, -0.104963
-3.10041, 4.21794, -0.727221
-3.10041, 4.17228, -0.60266
-3.36887, 3.98796, -0.271216
-3.23967, 3.98796, -0.345247
-3.10041, 4.01104, -0.559529
-3.51095, 2.86388, 0.273452
-3.46279, 2.92307, 0.436591
-3.73497, 2.7924, 0.45575
-3.6631, 2.7924, 0.745316
-3.41387, 3.02553, 0.27665
-3.46279, 2.92307, 0.436591
-3.47118, 2.7924, 0.745316
-3.46279, 2.92307, 0.663757
-3.21865, 2.96149, 0.732111
-3.45813, 3.02553, 0.436591
